org_id,org_name,url,hgnc_id,symbol,orphacode,country,org_type,registry_platform,registry_url,natural_history_study,data_elements_documented,irb_status,maturity_stage,coalitions,contact,status,source,reviewed_by,review_date,notes
,growing community,,HGNC:21701,BRAT1,435845,,family group,Citizen,,no,,,,,,candidate,epilepsylive_orgs,,,Rigidity and Multifocal Seizure Syndrome / BRAT1-related DEE; registry: Academic cohorts; Citizen Health partnerships
,RMFSL Family Network,,HGNC:21701,BRAT1,435845,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,family network through CACNA1A Foundation,,HGNC:1392,CACNA1E,1934,,family group,,,no,,,,,,candidate,epilepsylive_orgs,,,CACNA1E-related neurodevelopmental disorder (DEE69); registry: Academic cohorts
,Epilepsy Foundation,https://www.facebook.com/groups/265440120739437,HGNC:1958,CHRNA4,98784,,foundation,,No dedicated public patient registry identified,no,,,,,,candidate,epilepsylive_orgs,,,Autosomal Dominant Sleep-related Hypermotor Epilepsy (ADSHE; previously ADNFLE); registry: Academic cohorts; Florey/Melbourne
,CURE Epilepsy,,HGNC:1958,CHRNA4,98784,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,BDSRA,,HGNC:2076,CLN5,699802;699807;699812,,foundation,REDCap,https://bdsra.org/clinical-news/bdsra-funds-crucial-project-to-expand-a-batten-disease-patient-registry/,,,,,,,candidate,epilepsylive_orgs,,,Variant Late-Infantile Neuronal Ceroid Lipofuscinosis (CLN5); registry: DEM-CHILD database; BDSRA registry
,Beyond Batten,,HGNC:2076,CLN5,699802;699807;699812,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,BDFA,,HGNC:2076,CLN5,699802;699807;699812,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,BDSRA,,HGNC:2077,CLN6,700467;700472;700477,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Beyond Batten,,HGNC:2077,CLN6,700467;700472;700477,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,BDFA,,HGNC:2077,CLN6,700467;700472;700477,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,BDSRA,,HGNC:2079,CLN8,1947;700484,,foundation,REDCap,https://bdsra.org/clinical-news/bdsra-funds-crucial-project-to-expand-a-batten-disease-patient-registry/,,,,,,,candidate,epilepsylive_orgs,,,Variant Late-Infantile Neuronal Ceroid Lipofuscinosis (CLN8); Northern Epilepsy; registry: DEM-CHILD database; BDSRA registry
,Beyond Batten,,HGNC:2079,CLN8,1947;700484,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,BDFA,,HGNC:2079,CLN8,1947;700484,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,relevant to autism research community,,HGNC:13830,CNTNAP2,163681,,family group,,,no,,,,,,candidate,epilepsylive_orgs,,,CNTNAP2-related disorders (CDFE; cortical dysplasia-focal epilepsy syndrome); registry: Simons Searchlight (autism overlap); academic cohorts
,EEF1A2 family network,,HGNC:3192,EEF1A2,442835;528084,,family group,REDCap,,,,,,,,candidate,epilepsylive_orgs,,,EEF1A2-related neurodevelopmental disorder (DEE33); registry: Edinburgh academic cohort; Simons Searchlight
,some Rett research overlap,,HGNC:4507,GABBR2,3095;442835,,foundation,,,no,,,,,,candidate,epilepsylive_orgs,,,GABBR2-related disorders (DEE59; Rett-like); registry: Academic cohorts
,Cure GABA-A Variants,https://curegabaa.org/,HGNC:4087,GABRG2,1945;33069;36387;442835;64280,,foundation,,No dedicated public patient registry identified in this pass,no,,,,,,candidate,epilepsylive_orgs,,,"GABRG2-related epilepsies (GEFS+ type 3, Dravet-like, FS, JME); registry: Via Cure GABA-A Variants"
,Bluefield Project to Cure FTD,https://bdsra.org,HGNC:4601,GRN,100069;100070;275864;314629,,foundation,NIH RDCRN,https://bdsra.org/clinical-news/bdsra-funds-crucial-project-to-expand-a-batten-disease-patient-registry/,yes,,,,,,candidate,epilepsylive_orgs,,,Neuronal Ceroid Lipofuscinosis 11 (CLN11) / Adult-onset; FTD; registry: ALLFTD (NIH RDCRN); Bluefield-funded NH
,Association for Frontotemporal Degeneration,,HGNC:4601,GRN,100069;100070;275864;314629,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Batten umbrella for CLN11,,HGNC:4601,GRN,100069;100070;275864;314629,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,IQSEC2 family network,https://iqsec2.org/ (verify),HGNC:29059,IQSEC2,217377;397933,,family group,REDCap,,,,,,,,candidate,epilepsylive_orgs,,,IQSEC2-related neurodevelopmental disorder (X-linked ID); registry: Family registry partnerships
,National Ataxia Foundation,https://www.ataxia.org/,HGNC:6218,KCNA1,1934;199326;37612;972;98809,,foundation,Foundation-hosted,,,,,,,,candidate,epilepsylive_orgs,,,Episodic Ataxia 1 (EA1); KCNA1-related epilepsy; registry: NAF registry; academic cohorts
,CACNA1A Foundation cross-coverage,,HGNC:6218,KCNA1,1934;199326;37612;972;98809,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KCNQ2 Cure Alliance,https://www.kcnq2cure.org/,HGNC:6297,KCNQ3,1949;306;307,,foundation,REDCap,https://www.rikee.org/,,,,,,,candidate,epilepsylive_orgs,,,KCNQ3-related disorders (BFNE2; ID; DEE); registry: RIKEE (covers KCNQ2/3 jointly)
,Some shared infrastructure with KCNT1 community,,HGNC:18866,KCNT2,,,family group,,,no,,,,,,candidate,epilepsylive_orgs,,,KCNT2-related disorders (DEE57); registry: Academic cohorts
,BDSRA,https://bdsra.org,HGNC:21957,KCTD7,263516;699708,,foundation,REDCap,https://bdsra.org/clinical-news/bdsra-funds-crucial-project-to-expand-a-batten-disease-patient-registry/,,,,,,,candidate,epilepsylive_orgs,,,Progressive Myoclonic Epilepsy 3 (CLN14); registry: DEM-CHILD; BDSRA
,PME family network,,HGNC:21957,KCTD7,263516;699708,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Smith-Kingsmore Syndrome Foundation,https://smithkingsmoresyndrome.com/,HGNC:3942,MTOR,269001;269008;457485;99802,,foundation,REDCap,,,,,,,,candidate,epilepsylive_orgs,,,MTOR-related disorders (Smith-Kingsmore; somatic mTORopathy in FCD type II); registry: SKS Foundation registry; Brain Gene Registry partnership
,SKS Awareness,,HGNC:3942,MTOR,269001;269008;457485;99802,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,mTORopathy umbrella with TSC Alliance,,HGNC:3942,MTOR,269001;269008;457485;99802,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GPI-Anchor Disorder Alliance,https://gpiad.org/,HGNC:8957,PIGA,293181;300496;397922;447;697160,,foundation,NIH RDCRN,Historical CDG Connect Patient Insights Network (PIN) poster: https://cdgcare.org/wp-content/uploads/2021/02/NIH-2021-RDD-CDG-CARE-Poster.pdf ; Family Resource Network intake: https://cdgcare.org/register-with-cdg-care/,,,,,,info@cdgcare.org,candidate,epilepsylive_orgs,,,PIGA-CDG / DEE20 (X-linked GPI deficiency); registry: FCDGC NIH RDCRN; GPI Alliance registry
,CDG CARE,https://cdgcare.com/,HGNC:8957,PIGA,293181;300496;397922;447;697160,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GPI-Anchor Disorder Alliance,https://gpiad.org/,HGNC:8967,PIGN,2059;280633,,foundation,NIH RDCRN,Historical CDG Connect Patient Insights Network (PIN) poster: https://cdgcare.org/wp-content/uploads/2021/02/NIH-2021-RDD-CDG-CARE-Poster.pdf ; Family Resource Network intake: https://cdgcare.org/register-with-cdg-care/,,,,,,info@cdgcare.org,candidate,epilepsylive_orgs,,,PIGN-CDG / MCAHS1 (Multiple Congenital Anomalies-Hypotonia-Seizures); registry: FCDGC NIH RDCRN; GPI Alliance registry
,CDG CARE,https://cdgcare.com/,HGNC:8967,PIGN,2059;280633,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure RHOBTB2,,HGNC:18756,RHOBTB2,1934;2131,,foundation,,,no,,,,,,candidate,epilepsylive_orgs,,,RHOBTB2-related developmental and epileptic encephalopathy (DEE64); registry: Academic cohorts; family registry
,Kohlschütter-Tönz Syndrome Foundation,,HGNC:29478,ROGDI,1946,,foundation,,,no,,,,,,candidate,epilepsylive_orgs,,,Kohlschütter-Tönz Syndrome; registry: Academic cohorts (Univ. of Bern)
,Dravet Syndrome Foundation covers some overlap,,HGNC:10586,SCN1B,130;1934;33069;334;36387;871,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,"SCN1B-related disorders (GEFS+1, DEE52, Brugada); registry: Sodium Channel Coalition cohorts; Dravet umbrella"
,Sodium Channel Coalition partner,,HGNC:10586,SCN1B,130;1934;33069;334;36387;871,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,SCN3A Family network,https://scn3afoundation.org/ (verify),HGNC:10590,SCN3A,442835;98820,,family group,REDCap,,yes,,,,,,candidate,epilepsylive_orgs,,,"SCN3A-related disorders (DEE62, polymicrogyria with seizures); registry: Sodium Channel Coalition cohorts; Penn academic NH"
,Sodium Channel Coalition partner,,HGNC:10590,SCN3A,442835;98820,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Sodium Channel Coalition,,HGNC:10590,SCN3A,442835;98820,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Setd1b Family Network,,HGNC:29187,SETD1B,178469;717812,,family group,,,no,,,,,,candidate,epilepsylive_orgs,,,SETD1B-related neurodevelopmental disorder (IDDSELD); registry: Erasmus MC academic cohort; GeneMatcher
,CDG CARE,https://cdgcare.com/,HGNC:11022,SLC35A2,268973;356961;729224,,foundation,NIH RDCRN,Historical CDG Connect Patient Insights Network (PIN) poster: https://cdgcare.org/wp-content/uploads/2021/02/NIH-2021-RDD-CDG-CARE-Poster.pdf ; Family Resource Network intake: https://cdgcare.org/register-with-cdg-care/,,,,,,info@cdgcare.org,candidate,epilepsylive_orgs,,,SLC35A2-CDG (X-linked CDG; epileptic encephalopathy); registry: FCDGC NIH RDCRN
,SPTAN1 Foundation,,HGNC:11273,SPTAN1,697160,,foundation,Citizen,,no,,,,,,candidate,epilepsylive_orgs,,,SPTAN1-related developmental and epileptic encephalopathy (DEE5); registry: Academic cohorts; Citizen Health partnerships
,family network,,HGNC:11273,SPTAN1,697160,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,SZT2 family network,,HGNC:29040,SZT2,442835,,family group,,,no,,,,,,candidate,epilepsylive_orgs,,,SZT2-related developmental and epileptic encephalopathy (DEE18); registry: Academic cohorts only
,UBA5 Foundation,,HGNC:23230,UBA5,442835,,foundation,,,no,,,,,,candidate,epilepsylive_orgs,,,UBA5-related developmental and epileptic encephalopathy (DEE44); registry: Academic cohorts; family registry
,UNC80 Foundation,https://fundacionlibellas.org/,HGNC:26582,UNC80,700333,,foundation,,No dedicated public patient registry identified in this pass,no,,,,,,candidate,epilepsylive_orgs,,,UNC80-related disorder (Infantile Hypotonia with Psychomotor Retardation); registry: Academic cohorts; family registry
,Advocacy for Neuroacanthocytosis Patients (UK),https://naadvocacy.org/,HGNC:1908,VPS13A,2388,,foundation,Foundation-hosted,,no,,,,,,candidate,epilepsylive_orgs,,,Chorea-Acanthocytosis (ChAc); VPS13A-related disorders; registry: Academic registry; international NA cohort
,Hereditary Disease Foundation overlap,,HGNC:1908,VPS13A,2388,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Advocacy for Neuroacanthocytosis Patients,,HGNC:1908,VPS13A,2388,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight,,HGNC:132,ACTB,2995;64755;673556;674653;79107,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight ACTL6B Facebook community,,HGNC:160,ACTL6B,442835;528084,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,ADCY5.org,,HGNC:236,ADCY5,1429;324588,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AGO Alliance,,HGNC:3262,AGO1,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Xia-Gibbs Society,,HGNC:25230,AHDC1,412069,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ANKRD11 Foundation,,HGNC:21316,ANKRD11,2332;261250,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,National Urea Cycle Disorders Foundation (NUCDF),,HGNC:663,ARG1,90,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Support ARG1-D,,HGNC:663,ARG1,90,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Care4ASH1L,,HGNC:19088,ASH1L,178469,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community,,HGNC:19088,ASH1L,178469,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,ASXL Rare Research Endowment Foundation,https://www.arrefoundation.org,HGNC:23805,ASXL2,689408,,foundation,,https://arrefoundation.org/research/asxl-related-disorders-natural-history-study-and-biobank/,yes,,,,,,candidate,epilepsylive_orgs,,,
,ARRE Foundation,,HGNC:23805,ASXL2,689408,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ASXL Rare Research Endowment Foundation,https://www.arrefoundation.org,HGNC:29357,ASXL3,352577,,foundation,,https://arrefoundation.org/study/simons-searchlight-asxl3-registry/,yes,,,,,,candidate,epilepsylive_orgs,,,
,ARRE Foundation,,HGNC:29357,ASXL3,352577,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Bainbridge-Ropers Syndrome and ASXL3 Families,,HGNC:29357,ASXL3,352577,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureDRPLA,,HGNC:3033,ATN1,101,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,v-ATPase Alliance,,HGNC:18305,ATP6AP2,363654;93952,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,v-ATPase Alliance,,HGNC:865,ATP6V0A1,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,v-ATPase Alliance,,HGNC:855,ATP6V0C,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,v-ATPase Alliance,,HGNC:854,ATP6V1B2,3473;79499;79500,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,AUTS2 Syndrome- Promoting Research Facebook Group,,HGNC:14262,AUTS2,352490;641372,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Timothy Syndrome Alliance,,HGNC:1390,CACNA1C,130;528084;595098;595105;595109;727156,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CAPRIN1 Foundation,,HGNC:6743,CAPRIN1,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Angioma Alliance,,HGNC:21708,CCM2,221061,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CHD3 Families (Snijders Blok Campeau Syndrome),,HGNC:1918,CHD3,599082,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight CIC Facebook community,,HGNC:14214,CIC,178469,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure CLCN4,,HGNC:2022,CLCN4,485350;777,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community (2),,HGNC:7879,CNOT3,528084;99861,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community (3),,HGNC:2348,CREBBP,353277;353281;370026;592574,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,CRELD1 Warriors,,HGNC:14630,CRELD1,576235;99067;99068,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CUL3 Support and Awareness,https://www.cul3.org,HGNC:2553,CUL3,300530;716116,,foundation,,https://www.cul3.org/participate-in-research,,,,,,,candidate,epilepsylive_orgs,,,
,CUL3 Support & Awareness Foundation,,HGNC:2553,CUL3,300530;716116,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CYFIP2 Network,https://www.cyfip2network.org/,HGNC:13760,CYFIP2,442835,,foundation,,https://www.cyfip2network.org/take-action,,,,,,,candidate,epilepsylive_orgs,,,
,Cure DHDDS,https://www.curedhdds.org,HGNC:20603,DHDDS,442835;791,,foundation,,https://www.curedhdds.org/patient-registry/,,,,,,,candidate,epilepsylive_orgs,,,
,Cure DHDDS USA,,HGNC:20603,DHDDS,442835;791,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,DYNC1H1 Association,https://www.dync1h1.org/,HGNC:2961,DYNC1H1,178469;209341;284232,,foundation,,https://www.dync1h1.org/registry,,,,,,,candidate,epilepsylive_orgs,,,
,DYNC1H1 Gene Mutation Family Support Group,,HGNC:2961,DYNC1H1,178469;209341;284232,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureARS,,HGNC:29419,EARS2,314051,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,EIF3F Research Foundation,,HGNC:3275,EIF3F,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,FAM177A1 Research Fund,https://www.fam177a1.org/,HGNC:19829,FAM177A1,,,foundation,,https://www.fam177a1.org/fam177a1-patient-data-collection,,,,,,,candidate,epilepsylive_orgs,,,
,FAM177A1 Collaborative Research Network,,HGNC:19829,FAM177A1,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureARS,,HGNC:21062,FARS2,319519;466722,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,FBXL4 parent community group,,HGNC:13601,FBXL4,369897,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,United Mitochondrial Disease Foundation,,HGNC:13601,FBXL4,369897,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Comunidad Simons Searchlight,,HGNC:13590,FBXO11,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,International Society for Mannosidosis & Related Diseases,,HGNC:4006,FUCA1,349,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,UK MPS Society,,HGNC:4006,FUCA1,349,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure GABRB2,https://www.curegabrb2.org/,HGNC:4082,GABRB2,442835,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure GABA A Variants,,HGNC:4082,GABRB2,442835,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ACD,,HGNC:4136,GAMT,382,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4571,GRIA1,178469;88616,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRI France,,HGNC:4571,GRIA1,178469;88616,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRIA1 Facebook Group,,HGNC:4571,GRIA1,178469;88616,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4572,GRIA2,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRI France,,HGNC:4572,GRIA2,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4573,GRIA3,364028,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRI France,,HGNC:4573,GRIA3,364028,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRIA3 Facebook Group,,HGNC:4573,GRIA3,364028,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4574,GRIA4,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureGRIN,,HGNC:4580,GRIK2,528084;88616,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,GRI France,,HGNC:4580,GRIK2,528084;88616,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Hope for HIVEP2,,HGNC:4921,HIVEP2,178469,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,HNRNP Family Foundation,https://www.hnrnp.org/,HGNC:5042,HNRNPH2,662198,,foundation,,https://hnrnp.org/natural-history-study,yes,,,,,,candidate,epilepsylive_orgs,,,
,HNRNP Family Foundation,https://www.hnrnp.org/,HGNC:5044,HNRNPK,352665;453504,,foundation,,https://hnrnp.org/natural-history-study,yes,,,,,,candidate,epilepsylive_orgs,,,
,HNRNP-Related Parent Connect,,HGNC:5044,HNRNPK,352665;453504,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,HNRNP Family Foundation,https://www.hnrnp.org/,HGNC:5047,HNRNPR,662189,,foundation,,https://hnrnp.org/natural-history-study,yes,,,,,,candidate,epilepsylive_orgs,,,
,HNRNP-Related Parent Connect,,HGNC:5047,HNRNPR,662189,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Costello Kids,,HGNC:5173,HRAS,146;2612;2874;3071;79414,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Costello Syndrome Family Network (CSFN),,HGNC:5173,HRAS,146;2612;2874;3071;79414,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Asociación Española IRF2BPL,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,EllysTeam,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,IRF2BPL Foundation,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Lihi’s Smile,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Stand by Eli Foundation,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Tough Genes,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Yellow for Yiannis,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,iDREAM For a Cure Foundation,,HGNC:14282,IRF2BPL,597623,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Foundation,,HGNC:6196,JARID2,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight,,HGNC:6196,JARID2,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KDVS Foundation,,HGNC:24565,KANSL1,363958;363965,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KAT6 Foundation,,HGNC:13013,KAT6A,370026;457193,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KCNC1 Foundation,,HGNC:6233,KCNC1,435438,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KARES Foundation,,HGNC:11114,KDM5C,85279,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Wiedemann-Steiner Foundation,,HGNC:7132,KMT2A,319182;402017;585918;589534;589595;98831;98835,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KMT2C Foundation,,HGNC:13726,KMT2C,261652,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KMT2E Foundation O’Donnell-Luria-Rodan Syndrome,,HGNC:18541,KMT2E,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight,,HGNC:24283,KMT5B,684226,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,KPTN Alliance,https://kptnalliance.org/,HGNC:6404,KPTN,397612,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CMD Turkey,,HGNC:6482,LAMA2,258;565837,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Cure CMD,,HGNC:6482,LAMA2,258;565837,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,ImpulsaT,,HGNC:6482,LAMA2,258;565837,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,LAMA2 France,,HGNC:6482,LAMA2,258;565837,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Olivia Bloomfield Foundation,,HGNC:6482,LAMA2,258;565837,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Struggle Against Muscular Dystrophy LAMA2/UK,,HGNC:6482,LAMA2,258;565837,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Voor Sara,,HGNC:6482,LAMA2,258;565837,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,International Society for Mannosidosis & Related Diseases,,HGNC:6831,MANBA,118,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Lost Enzyme Project,,HGNC:6831,MANBA,118,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MAST Foundation,,HGNC:19034,MAST1,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MAST1 Facebook Group,,HGNC:19034,MAST1,,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,MAST Foundation,,HGNC:19036,MAST3,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MAST Foundation,,HGNC:19037,MAST4,,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MAND Caregiver Support Network,,HGNC:20444,MBD5,178469;228402,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MED12 Foundation,,HGNC:11957,MED12,1415;293707;776;777;93932,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community (4),,HGNC:7623,MYT1L,647799;699850,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Extra-Vaillants MYT1L,,HGNC:7623,MYT1L,647799;699850,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,MYT1L Project,,HGNC:7623,MYT1L,647799;699850,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,NAA15 Families Together,,HGNC:30782,NAA15,528084,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight Community - NAA15 Facebook group,,HGNC:30782,NAA15,528084,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Channeling Hope,https://www.channelinghope.org,HGNC:19082,NALCN,1146;1147;2053;562528;700336,,foundation,,https://www.channelinghope.org/patient-research/,,,,,,,candidate,epilepsylive_orgs,,,
,CHF,,HGNC:19082,NALCN,1146;1147;2053;562528;700336,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,The Rory Belle Foundation,https://www.rorybelle.org,HGNC:7643,NARS1,730327,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Rory Belle Foundation,,HGNC:7643,NARS1,730327,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,NBEA Facebook group,,HGNC:7648,NBEA,178469,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,Simons Searchlight NCKAP1 Facebook community,,HGNC:7666,NCKAP1,528084,,family group,,,,,,,,,candidate,epilepsylive_orgs,,,
,NEXMIF ITALIA odv,,HGNC:29433,NEXMIF,1942;85277,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Unione Italiana Nexmif,,HGNC:29433,NEXMIF,1942;85277,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,XLID98 Foundation,,HGNC:29433,NEXMIF,1942;85277,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Children’s Tumor Foundation,,HGNC:7765,NF1,139474;29072;293199;363700;634461;638;715721;86834;97685;99756;99757,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,CureNFwithJack,,HGNC:7765,NF1,139474;29072;293199;363700;634461;638;715721;86834;97685;99756;99757,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,NF Network,,HGNC:7765,NF1,139474;29072;293199;363700;634461;638;715721;86834;97685;99756;99757,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
,Fundacion Niemann-Pick,,HGNC:7897,NPC1,216972;216975;216978;216981;216986,,foundation,,,,,,,,,candidate,epilepsylive_orgs,,,
